id,product_id,batch_number,quantity,manufacturing_date,expiry_date,received_date,created_at,updated_at
109,3,BAT-MED-AMX-500-2,375.0,2025-07-31,2026-08-08,2025-08-15,2025-08-15T00:00:00+00:00,2025-08-15T00:00:00+00:00
110,15,BAT-MED-MON-10-6,300.0,2025-07-31,2026-08-07,2025-08-15,2025-08-15T00:00:00+00:00,2025-08-15T00:00:00+00:00
111,49,BAT-PPE-GWN-STR-1,330.0,2025-07-31,2026-07-02,2025-08-15,2025-08-15T00:00:00+00:00,2025-08-15T00:00:00+00:00
112,90,BAT-LAB-DDM-KIT-21,45.0,2025-07-31,2026-06-06,2025-08-15,2025-08-15T00:00:00+00:00,2025-08-15T00:00:00+00:00
113,95,BAT-LAB-MAL-KIT-14,225.0,2025-07-31,2026-12-18,2025-08-15,2025-08-15T00:00:00+00:00,2025-08-15T00:00:00+00:00
114,21,BAT-SUP-SYR-5ML-8,1800.0,2025-08-01,2026-06-08,2025-08-16,2025-08-16T00:00:00+00:00,2025-08-16T00:00:00+00:00
115,77,BAT-SRG-SKN-PEN-30,225.0,2025-08-01,2026-03-29,2025-08-16,2025-08-16T00:00:00+00:00,2025-08-16T00:00:00+00:00
116,88,BAT-LAB-URN-DIP-9,120.0,2025-08-01,2026-09-26,2025-08-16,2025-08-16T00:00:00+00:00,2025-08-16T00:00:00+00:00
117,10,BAT-MED-LOS-50-10,450.0,2025-08-02,2026-08-16,2025-08-17,2025-08-17T00:00:00+00:00,2025-08-17T00:00:00+00:00
118,13,BAT-MED-PRE-10-31,180.0,2025-08-02,2026-10-02,2025-08-17,2025-08-17T00:00:00+00:00,2025-08-17T00:00:00+00:00
119,70,BAT-SRG-SUC-TUB-17,225.0,2025-08-02,2026-09-30,2025-08-17,2025-08-17T00:00:00+00:00,2025-08-17T00:00:00+00:00
120,79,BAT-SRG-DRP-CS-13,90.0,2025-08-02,2026-09-04,2025-08-17,2025-08-17T00:00:00+00:00,2025-08-17T00:00:00+00:00
121,81,BAT-LAB-EDT-K2-16,3000.0,2025-08-02,2026-02-13,2025-08-17,2025-08-17T00:00:00+00:00,2025-08-17T00:00:00+00:00
122,100,BAT-LAB-BGP-ANA-29,30.0,2025-08-02,2026-03-02,2025-08-17,2025-08-17T00:00:00+00:00,2025-08-17T00:00:00+00:00
123,12,BAT-MED-CET-10-20,270.0,2025-08-03,2026-02-27,2025-08-18,2025-08-18T00:00:00+00:00,2025-08-18T00:00:00+00:00
124,52,BAT-PPE-FSH-CLR-15,120.0,2025-08-03,2026-12-24,2025-08-18,2025-08-18T00:00:00+00:00,2025-08-18T00:00:00+00:00
125,58,BAT-PPE-BIO-LRG-33,600.0,2025-08-03,2026-12-26,2025-08-18,2025-08-18T00:00:00+00:00,2025-08-18T00:00:00+00:00
126,93,BAT-LAB-RF-KIT-22,30.0,2025-08-03,2026-06-30,2025-08-18,2025-08-18T00:00:00+00:00,2025-08-18T00:00:00+00:00
127,9,BAT-MED-GAB-300-11,300.0,2025-08-04,2026-08-26,2025-08-19,2025-08-19T00:00:00+00:00,2025-08-19T00:00:00+00:00
128,48,BAT-PPE-MSK-3PLY-19,225.0,2025-08-04,2027-01-01,2025-08-19,2025-08-19T00:00:00+00:00,2025-08-19T00:00:00+00:00
129,5,BAT-MED-ATO-20-43,525.0,2025-08-05,2026-08-23,2025-08-20,2025-08-20T00:00:00+00:00,2025-08-20T00:00:00+00:00
130,8,BAT-MED-AZI-250-26,225.0,2025-08-05,2026-04-14,2025-08-20,2025-08-20T00:00:00+00:00,2025-08-20T00:00:00+00:00
131,39,BAT-SUP-SAL-500-25,900.0,2025-08-05,2026-12-10,2025-08-20,2025-08-20T00:00:00+00:00,2025-08-20T00:00:00+00:00
132,55,BAT-PPE-SAN-500-32,210.0,2025-08-05,2026-10-20,2025-08-20,2025-08-20T00:00:00+00:00,2025-08-20T00:00:00+00:00
133,66,BAT-SRG-MON-40-28,45.0,2025-08-05,2027-02-04,2025-08-20,2025-08-20T00:00:00+00:00,2025-08-20T00:00:00+00:00
134,71,BAT-SRG-LAP-SPN-41,375.0,2025-08-05,2026-03-28,2025-08-20,2025-08-20T00:00:00+00:00,2025-08-20T00:00:00+00:00
135,6,BAT-MED-OME-20-34,420.0,2025-08-06,2026-10-09,2025-08-21,2025-08-21T00:00:00+00:00,2025-08-21T00:00:00+00:00
136,36,BAT-SUP-DSC-11-37,300.0,2025-08-06,2027-01-30,2025-08-21,2025-08-21T00:00:00+00:00,2025-08-21T00:00:00+00:00
137,54,BAT-PPE-CAP-BLU-36,75.0,2025-08-06,2026-11-18,2025-08-21,2025-08-21T00:00:00+00:00,2025-08-21T00:00:00+00:00
138,75,BAT-SRG-FOL-18-35,150.0,2025-08-06,2026-05-04,2025-08-21,2025-08-21T00:00:00+00:00,2025-08-21T00:00:00+00:00
139,83,BAT-LAB-SCT-TUBE-38,1500.0,2025-08-06,2026-12-10,2025-08-21,2025-08-21T00:00:00+00:00,2025-08-21T00:00:00+00:00
140,23,BAT-SUP-SYR-10ML-49,1200.0,2025-08-07,2026-03-22,2025-08-22,2025-08-22T00:00:00+00:00,2025-08-22T00:00:00+00:00
141,37,BAT-SUP-DSC-15-27,270.0,2025-08-07,2026-08-27,2025-08-22,2025-08-22T00:00:00+00:00,2025-08-22T00:00:00+00:00
142,7,BAT-MED-AML-5-56,480.0,2025-08-08,2026-11-15,2025-08-23,2025-08-23T00:00:00+00:00,2025-08-23T00:00:00+00:00
143,18,BAT-MED-TRA-50-59,210.0,2025-08-08,2026-11-18,2025-08-23,2025-08-23T00:00:00+00:00,2025-08-23T00:00:00+00:00
144,34,BAT-SUP-URN-BAG-39,375.0,2025-08-08,2026-11-28,2025-08-23,2025-08-23T00:00:00+00:00,2025-08-23T00:00:00+00:00
145,38,BAT-SUP-WTR-10ML-40,1500.0,2025-08-08,2027-02-13,2025-08-23,2025-08-23T00:00:00+00:00,2025-08-23T00:00:00+00:00
146,53,BAT-PPE-SHC-DSP-48,90.0,2025-08-08,2026-04-18,2025-08-23,2025-08-23T00:00:00+00:00,2025-08-23T00:00:00+00:00
147,60,BAT-PPE-APR-WPR-53,60.0,2025-08-08,2026-09-20,2025-08-23,2025-08-23T00:00:00+00:00,2025-08-23T00:00:00+00:00
148,78,BAT-SRG-SUC-YNK-44,180.0,2025-08-08,2026-10-12,2025-08-23,2025-08-23T00:00:00+00:00,2025-08-23T00:00:00+00:00
149,32,BAT-SUP-GZE-SWB-42,270.0,2025-08-09,2026-07-23,2025-08-24,2025-08-24T00:00:00+00:00,2025-08-24T00:00:00+00:00
150,30,BAT-SUP-BND-4IN-68,600.0,2025-08-10,2026-05-08,2025-08-25,2025-08-25T00:00:00+00:00,2025-08-25T00:00:00+00:00
151,45,BAT-PPE-GLV-NIT-L-45,420.0,2025-08-10,2026-04-07,2025-08-25,2025-08-25T00:00:00+00:00,2025-08-25T00:00:00+00:00
152,64,BAT-SRG-SLK-30-46,75.0,2025-08-10,2026-08-28,2025-08-25,2025-08-25T00:00:00+00:00,2025-08-25T00:00:00+00:00
153,65,BAT-SRG-SLK-20-52,60.0,2025-08-10,2026-05-19,2025-08-25,2025-08-25T00:00:00+00:00,2025-08-25T00:00:00+00:00
154,14,BAT-MED-CLO-75-54,375.0,2025-08-12,2026-12-17,2025-08-27,2025-08-27T00:00:00+00:00,2025-08-27T00:00:00+00:00
155,19,BAT-MED-MTP-25-70,420.0,2025-08-12,2026-12-09,2025-08-27,2025-08-27T00:00:00+00:00,2025-08-27T00:00:00+00:00
156,43,BAT-PPE-GLV-LAT-S-57,225.0,2025-08-12,2027-01-10,2025-08-27,2025-08-27T00:00:00+00:00,2025-08-27T00:00:00+00:00
157,74,BAT-SRG-BNE-WAX-47,30.0,2025-08-12,2027-01-29,2025-08-27,2025-08-27T00:00:00+00:00,2025-08-27T00:00:00+00:00
158,89,BAT-LAB-HCG-STR-50,450.0,2025-08-12,2026-11-23,2025-08-27,2025-08-27T00:00:00+00:00,2025-08-27T00:00:00+00:00
159,17,BAT-MED-LEV-50-66,750.0,2025-08-13,2026-11-26,2025-08-28,2025-08-28T00:00:00+00:00,2025-08-28T00:00:00+00:00
160,27,BAT-SUP-ALC-PAD-63,180.0,2025-08-13,2026-04-06,2025-08-28,2025-08-28T00:00:00+00:00,2025-08-28T00:00:00+00:00
161,41,BAT-PPE-GLV-LAT-M-75,375.0,2025-08-13,2027-01-22,2025-08-28,2025-08-28T00:00:00+00:00,2025-08-28T00:00:00+00:00
162,62,BAT-SRG-VIC-20-58,75.0,2025-08-13,2027-01-23,2025-08-28,2025-08-28T00:00:00+00:00,2025-08-28T00:00:00+00:00
163,33,BAT-SUP-IVF-SET-78,1050.0,2025-08-14,2026-11-21,2025-08-29,2025-08-29T00:00:00+00:00,2025-08-29T00:00:00+00:00
164,47,BAT-PPE-MSK-N95-79,1350.0,2025-08-14,2027-01-10,2025-08-29,2025-08-29T00:00:00+00:00,2025-08-29T00:00:00+00:00
165,57,BAT-PPE-WIP-DIS-51,150.0,2025-08-14,2026-10-05,2025-08-29,2025-08-29T00:00:00+00:00,2025-08-29T00:00:00+00:00
166,61,BAT-SRG-VIC-30-60,90.0,2025-08-14,2026-03-30,2025-08-29,2025-08-29T00:00:00+00:00,2025-08-29T00:00:00+00:00
167,68,BAT-SRG-STP-REM-55,150.0,2025-08-14,2026-04-26,2025-08-29,2025-08-29T00:00:00+00:00,2025-08-29T00:00:00+00:00
168,86,BAT-LAB-HCV-KIT-76,60.0,2025-08-14,2026-05-09,2025-08-29,2025-08-29T00:00:00+00:00,2025-08-29T00:00:00+00:00
169,91,BAT-LAB-TRP-KIT-62,90.0,2025-08-14,2026-05-02,2025-08-29,2025-08-29T00:00:00+00:00,2025-08-29T00:00:00+00:00
170,25,BAT-SUP-IVC-22G-83,900.0,2025-08-15,2026-09-18,2025-08-30,2025-08-30T00:00:00+00:00,2025-08-30T00:00:00+00:00
171,69,BAT-SRG-NDL-EPI-73,180.0,2025-08-15,2026-06-05,2025-08-30,2025-08-30T00:00:00+00:00,2025-08-30T00:00:00+00:00
