id,supplier_id,order_date,required_by_date,status,priority,total_items,notes,created_by,approved_by,approved_at,created_at,updated_at
16,10,2025-08-09T00:00:00+00:00,2025-08-17T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing EDTA Blood Tubes (K2). Days remaining: 5.9,2,1,2025-08-14T00:00:00+00:00,2025-08-09T00:00:00+00:00,2025-08-17T00:00:00+00:00
17,12,2025-08-10T00:00:00+00:00,2025-08-17T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Suction Tubing 3m. Days remaining: 6.3,2,1,2025-08-14T00:00:00+00:00,2025-08-10T00:00:00+00:00,2025-08-17T00:00:00+00:00
18,7,2025-08-10T00:00:00+00:00,2025-08-13T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Latex Gloves (L). Days remaining: 6.7,2,1,2025-08-10T00:00:00+00:00,2025-08-10T00:00:00+00:00,2025-08-13T00:00:00+00:00
19,5,2025-08-10T00:00:00+00:00,2025-08-19T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing 3-Ply Surgical Mask. Days remaining: 6.5,2,1,2025-08-16T00:00:00+00:00,2025-08-10T00:00:00+00:00,2025-08-19T00:00:00+00:00
20,12,2025-08-11T00:00:00+00:00,2025-08-18T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Cetirizine 10mg. Days remaining: 6.4,2,1,2025-08-15T00:00:00+00:00,2025-08-11T00:00:00+00:00,2025-08-18T00:00:00+00:00
21,6,2025-08-11T00:00:00+00:00,2025-08-15T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing D-Dimer Test Kits. Days remaining: 7.0,2,1,2025-08-12T00:00:00+00:00,2025-08-11T00:00:00+00:00,2025-08-15T00:00:00+00:00
22,9,2025-08-11T00:00:00+00:00,2025-08-18T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Rheumatoid Factor Kit. Days remaining: 7.0,2,1,2025-08-15T00:00:00+00:00,2025-08-11T00:00:00+00:00,2025-08-18T00:00:00+00:00
23,3,2025-08-11T00:00:00+00:00,2025-08-14T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing IV Cannula 18G. Days remaining: 6.7,2,1,2025-08-11T00:00:00+00:00,2025-08-11T00:00:00+00:00,2025-08-14T00:00:00+00:00
24,7,2025-08-11T00:00:00+00:00,2025-08-14T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Adhesive Plasters. Days remaining: 6.1,2,1,2025-08-11T00:00:00+00:00,2025-08-11T00:00:00+00:00,2025-08-14T00:00:00+00:00
25,14,2025-08-12T00:00:00+00:00,2025-08-20T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Normal Saline 500ml. Days remaining: 6.8,2,1,2025-08-17T00:00:00+00:00,2025-08-12T00:00:00+00:00,2025-08-20T00:00:00+00:00
26,10,2025-08-12T00:00:00+00:00,2025-08-20T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Azithromycin 250mg. Days remaining: 6.7,2,1,2025-08-17T00:00:00+00:00,2025-08-12T00:00:00+00:00,2025-08-20T00:00:00+00:00
27,5,2025-08-13T00:00:00+00:00,2025-08-22T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Disposable Scalpel #15. Days remaining: 6.3,2,1,2025-08-19T00:00:00+00:00,2025-08-13T00:00:00+00:00,2025-08-22T00:00:00+00:00
28,15,2025-08-13T00:00:00+00:00,2025-08-20T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Monocryl Suture 4-0. Days remaining: 6.3,2,1,2025-08-17T00:00:00+00:00,2025-08-13T00:00:00+00:00,2025-08-20T00:00:00+00:00
29,2,2025-08-13T00:00:00+00:00,2025-08-17T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Blood Grouping Anti-A. Days remaining: 7.0,2,1,2025-08-14T00:00:00+00:00,2025-08-13T00:00:00+00:00,2025-08-17T00:00:00+00:00
30,3,2025-08-13T00:00:00+00:00,2025-08-16T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Skin Marker Pen. Days remaining: 6.4,2,1,2025-08-13T00:00:00+00:00,2025-08-13T00:00:00+00:00,2025-08-16T00:00:00+00:00
31,2,2025-08-13T00:00:00+00:00,2025-08-17T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Prednisone 10mg. Days remaining: 6.3,2,1,2025-08-14T00:00:00+00:00,2025-08-13T00:00:00+00:00,2025-08-17T00:00:00+00:00
32,9,2025-08-13T00:00:00+00:00,2025-08-20T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Hand Sanitizer 500ml. Days remaining: 6.2,2,1,2025-08-17T00:00:00+00:00,2025-08-13T00:00:00+00:00,2025-08-20T00:00:00+00:00
33,11,2025-08-14T00:00:00+00:00,2025-08-18T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Biohazard Bags Large. Days remaining: 6.5,2,1,2025-08-15T00:00:00+00:00,2025-08-14T00:00:00+00:00,2025-08-18T00:00:00+00:00
34,9,2025-08-14T00:00:00+00:00,2025-08-21T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Omeprazole 20mg. Days remaining: 6.9,2,1,2025-08-18T00:00:00+00:00,2025-08-14T00:00:00+00:00,2025-08-21T00:00:00+00:00
35,12,2025-08-14T00:00:00+00:00,2025-08-21T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Foley Catheter Fr18. Days remaining: 6.0,2,1,2025-08-18T00:00:00+00:00,2025-08-14T00:00:00+00:00,2025-08-21T00:00:00+00:00
36,12,2025-08-14T00:00:00+00:00,2025-08-21T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Bouffant Caps Blue. Days remaining: 6.7,2,1,2025-08-18T00:00:00+00:00,2025-08-14T00:00:00+00:00,2025-08-21T00:00:00+00:00
37,15,2025-08-14T00:00:00+00:00,2025-08-21T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Disposable Scalpel #11. Days remaining: 6.7,2,1,2025-08-18T00:00:00+00:00,2025-08-14T00:00:00+00:00,2025-08-21T00:00:00+00:00
38,13,2025-08-15T00:00:00+00:00,2025-08-21T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Sodium Citrate Tubes. Days remaining: 6.7,2,1,2025-08-18T00:00:00+00:00,2025-08-15T00:00:00+00:00,2025-08-21T00:00:00+00:00
39,15,2025-08-16T00:00:00+00:00,2025-08-23T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Urine Drainage Bag. Days remaining: 6.1,2,1,2025-08-20T00:00:00+00:00,2025-08-16T00:00:00+00:00,2025-08-23T00:00:00+00:00
40,9,2025-08-16T00:00:00+00:00,2025-08-23T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Sterile Water 10ml. Days remaining: 7.0,2,1,2025-08-20T00:00:00+00:00,2025-08-16T00:00:00+00:00,2025-08-23T00:00:00+00:00
41,1,2025-08-16T00:00:00+00:00,2025-08-20T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Lap Sponge 30x30cm. Days remaining: 6.5,2,1,2025-08-17T00:00:00+00:00,2025-08-16T00:00:00+00:00,2025-08-20T00:00:00+00:00
42,8,2025-08-16T00:00:00+00:00,2025-08-24T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Gauze Swabs 10x10cm. Days remaining: 6.9,2,1,2025-08-21T00:00:00+00:00,2025-08-16T00:00:00+00:00,2025-08-24T00:00:00+00:00
43,2,2025-08-16T00:00:00+00:00,2025-08-20T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Atorvastatin 20mg. Days remaining: 7.0,2,1,2025-08-17T00:00:00+00:00,2025-08-16T00:00:00+00:00,2025-08-20T00:00:00+00:00
44,13,2025-08-17T00:00:00+00:00,2025-08-23T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Suction Yankauer Tip. Days remaining: 6.5,2,1,2025-08-20T00:00:00+00:00,2025-08-17T00:00:00+00:00,2025-08-23T00:00:00+00:00
45,15,2025-08-18T00:00:00+00:00,2025-08-25T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Nitrile Gloves (L). Days remaining: 6.4,2,1,2025-08-22T00:00:00+00:00,2025-08-18T00:00:00+00:00,2025-08-25T00:00:00+00:00
46,9,2025-08-18T00:00:00+00:00,2025-08-25T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Silk Suture 3-0. Days remaining: 6.0,2,1,2025-08-22T00:00:00+00:00,2025-08-18T00:00:00+00:00,2025-08-25T00:00:00+00:00
47,8,2025-08-19T00:00:00+00:00,2025-08-27T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Bone Wax 2.5g. Days remaining: 7.0,2,1,2025-08-24T00:00:00+00:00,2025-08-19T00:00:00+00:00,2025-08-27T00:00:00+00:00
48,6,2025-08-19T00:00:00+00:00,2025-08-23T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Shoe Covers Disposable. Days remaining: 6.2,2,1,2025-08-20T00:00:00+00:00,2025-08-19T00:00:00+00:00,2025-08-23T00:00:00+00:00
49,7,2025-08-19T00:00:00+00:00,2025-08-22T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Syringes (10ml). Days remaining: 7.0,2,1,2025-08-19T00:00:00+00:00,2025-08-19T00:00:00+00:00,2025-08-22T00:00:00+00:00
50,10,2025-08-19T00:00:00+00:00,2025-08-27T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Pregnancy Test HCG. Days remaining: 6.7,2,1,2025-08-24T00:00:00+00:00,2025-08-19T00:00:00+00:00,2025-08-27T00:00:00+00:00
51,4,2025-08-19T00:00:00+00:00,2025-08-29T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Disinfectant Wipes. Days remaining: 6.9,2,1,2025-08-26T00:00:00+00:00,2025-08-19T00:00:00+00:00,2025-08-29T00:00:00+00:00
52,13,2025-08-19T00:00:00+00:00,2025-08-25T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Silk Suture 2-0. Days remaining: 7.0,2,1,2025-08-22T00:00:00+00:00,2025-08-19T00:00:00+00:00,2025-08-25T00:00:00+00:00
53,11,2025-08-19T00:00:00+00:00,2025-08-23T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Aprons Waterproof. Days remaining: 7.0,2,1,2025-08-20T00:00:00+00:00,2025-08-19T00:00:00+00:00,2025-08-23T00:00:00+00:00
54,10,2025-08-19T00:00:00+00:00,2025-08-27T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Clopidogrel 75mg. Days remaining: 6.5,2,1,2025-08-24T00:00:00+00:00,2025-08-19T00:00:00+00:00,2025-08-27T00:00:00+00:00
55,5,2025-08-20T00:00:00+00:00,2025-08-29T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Staple Remover. Days remaining: 6.5,2,1,2025-08-26T00:00:00+00:00,2025-08-20T00:00:00+00:00,2025-08-29T00:00:00+00:00
56,3,2025-08-20T00:00:00+00:00,2025-08-23T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Amlodipine 5mg. Days remaining: 6.5,2,1,2025-08-20T00:00:00+00:00,2025-08-20T00:00:00+00:00,2025-08-23T00:00:00+00:00
57,15,2025-08-20T00:00:00+00:00,2025-08-27T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Latex Gloves (S). Days remaining: 6.2,2,1,2025-08-24T00:00:00+00:00,2025-08-20T00:00:00+00:00,2025-08-27T00:00:00+00:00
58,8,2025-08-20T00:00:00+00:00,2025-08-28T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Vicryl Suture 2-0. Days remaining: 7.0,2,1,2025-08-25T00:00:00+00:00,2025-08-20T00:00:00+00:00,2025-08-28T00:00:00+00:00
59,7,2025-08-20T00:00:00+00:00,2025-08-23T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Tramadol 50mg. Days remaining: 6.6,2,1,2025-08-20T00:00:00+00:00,2025-08-20T00:00:00+00:00,2025-08-23T00:00:00+00:00
60,8,2025-08-21T00:00:00+00:00,2025-08-29T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Vicryl Suture 3-0. Days remaining: 6.2,2,1,2025-08-26T00:00:00+00:00,2025-08-21T00:00:00+00:00,2025-08-29T00:00:00+00:00
61,4,2025-08-21T00:00:00+00:00,2025-08-31T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Pregnancy Test Cassette. Days remaining: 6.7,2,1,2025-08-28T00:00:00+00:00,2025-08-21T00:00:00+00:00,2025-08-31T00:00:00+00:00
62,10,2025-08-21T00:00:00+00:00,2025-08-29T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Troponin I Rapid Kit. Days remaining: 6.5,2,1,2025-08-26T00:00:00+00:00,2025-08-21T00:00:00+00:00,2025-08-29T00:00:00+00:00
63,12,2025-08-21T00:00:00+00:00,2025-08-28T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Alcohol Prep Pads. Days remaining: 6.8,2,1,2025-08-25T00:00:00+00:00,2025-08-21T00:00:00+00:00,2025-08-28T00:00:00+00:00
64,4,2025-08-22T00:00:00+00:00,2025-09-01T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Albuterol Inhaler. Days remaining: 6.9,2,1,2025-08-29T00:00:00+00:00,2025-08-22T00:00:00+00:00,2025-09-01T00:00:00+00:00
65,5,2025-08-22T00:00:00+00:00,2025-08-31T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Biohazard Bags Medium. Days remaining: 6.2,2,1,2025-08-28T00:00:00+00:00,2025-08-22T00:00:00+00:00,2025-08-31T00:00:00+00:00
66,13,2025-08-22T00:00:00+00:00,2025-08-28T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Levothyroxine 50mcg. Days remaining: 6.3,2,1,2025-08-25T00:00:00+00:00,2025-08-22T00:00:00+00:00,2025-08-28T00:00:00+00:00
67,14,2025-08-22T00:00:00+00:00,2025-08-30T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Surgical Blades #22. Days remaining: 6.5,2,1,2025-08-27T00:00:00+00:00,2025-08-22T00:00:00+00:00,2025-08-30T00:00:00+00:00
68,7,2025-08-22T00:00:00+00:00,2025-08-25T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Bandage Roll 4-inch. Days remaining: 6.4,2,1,2025-08-22T00:00:00+00:00,2025-08-22T00:00:00+00:00,2025-08-25T00:00:00+00:00
69,10,2025-08-23T00:00:00+00:00,2025-08-31T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Nitrile Gloves (M). Days remaining: 6.4,2,1,2025-08-28T00:00:00+00:00,2025-08-23T00:00:00+00:00,2025-08-31T00:00:00+00:00
70,1,2025-08-23T00:00:00+00:00,2025-08-27T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Metoprolol 25mg. Days remaining: 6.2,2,1,2025-08-24T00:00:00+00:00,2025-08-23T00:00:00+00:00,2025-08-27T00:00:00+00:00
71,8,2025-08-23T00:00:00+00:00,2025-08-31T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Blood Culture Bottles. Days remaining: 6.7,2,1,2025-08-28T00:00:00+00:00,2025-08-23T00:00:00+00:00,2025-08-31T00:00:00+00:00
72,10,2025-08-23T00:00:00+00:00,2025-08-31T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Hand Sanitizer 100ml. Days remaining: 6.2,2,1,2025-08-28T00:00:00+00:00,2025-08-23T00:00:00+00:00,2025-08-31T00:00:00+00:00
73,15,2025-08-23T00:00:00+00:00,2025-08-30T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Epidural Needle 18G. Days remaining: 6.8,2,1,2025-08-27T00:00:00+00:00,2025-08-23T00:00:00+00:00,2025-08-30T00:00:00+00:00
74,10,2025-08-24T00:00:00+00:00,2025-09-01T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Foley Catheter Fr16. Days remaining: 6.5,2,1,2025-08-29T00:00:00+00:00,2025-08-24T00:00:00+00:00,2025-09-01T00:00:00+00:00
75,2,2025-08-24T00:00:00+00:00,2025-08-28T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Latex Gloves (M). Days remaining: 6.7,2,1,2025-08-25T00:00:00+00:00,2025-08-24T00:00:00+00:00,2025-08-28T00:00:00+00:00
76,6,2025-08-25T00:00:00+00:00,2025-08-29T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing HCV Rapid Test Kits. Days remaining: 6.0,2,1,2025-08-26T00:00:00+00:00,2025-08-25T00:00:00+00:00,2025-08-29T00:00:00+00:00
77,8,2025-08-25T00:00:00+00:00,2025-09-02T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Serum Sep Tubes (SST). Days remaining: 6.5,2,1,2025-08-30T00:00:00+00:00,2025-08-25T00:00:00+00:00,2025-09-02T00:00:00+00:00
78,2,2025-08-25T00:00:00+00:00,2025-08-29T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing IV Infusion Set. Days remaining: 5.9,2,1,2025-08-26T00:00:00+00:00,2025-08-25T00:00:00+00:00,2025-08-29T00:00:00+00:00
79,7,2025-08-26T00:00:00+00:00,2025-08-29T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing N95 Respirator Mask. Days remaining: 6.6,2,1,2025-08-26T00:00:00+00:00,2025-08-26T00:00:00+00:00,2025-08-29T00:00:00+00:00
80,13,2025-08-26T00:00:00+00:00,2025-09-01T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Vicryl Suture 4-0. Days remaining: 6.8,2,1,2025-08-29T00:00:00+00:00,2025-08-26T00:00:00+00:00,2025-09-01T00:00:00+00:00
81,11,2025-08-26T00:00:00+00:00,2025-08-30T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Pipette Tips 200uL. Days remaining: 6.8,2,1,2025-08-27T00:00:00+00:00,2025-08-26T00:00:00+00:00,2025-08-30T00:00:00+00:00
82,1,2025-08-27T00:00:00+00:00,2025-08-31T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Syphilis Test Kits. Days remaining: 6.8,2,1,2025-08-28T00:00:00+00:00,2025-08-27T00:00:00+00:00,2025-08-31T00:00:00+00:00
83,7,2025-08-27T00:00:00+00:00,2025-08-30T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing IV Cannula 22G. Days remaining: 6.0,2,1,2025-08-27T00:00:00+00:00,2025-08-27T00:00:00+00:00,2025-08-30T00:00:00+00:00
84,1,2025-08-27T00:00:00+00:00,2025-08-31T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Cotton Wool Rolls. Days remaining: 6.6,2,1,2025-08-28T00:00:00+00:00,2025-08-27T00:00:00+00:00,2025-08-31T00:00:00+00:00
85,10,2025-08-27T00:00:00+00:00,2025-09-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Surgical Tape 2-inch. Days remaining: 6.9,2,1,2025-09-01T00:00:00+00:00,2025-08-27T00:00:00+00:00,2025-09-04T00:00:00+00:00
86,13,2025-08-27T00:00:00+00:00,2025-09-02T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Nitrile Gloves (S). Days remaining: 6.6,2,1,2025-08-30T00:00:00+00:00,2025-08-27T00:00:00+00:00,2025-09-02T00:00:00+00:00
87,11,2025-08-28T00:00:00+00:00,2025-09-01T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Metformin 500mg. Days remaining: 6.7,2,1,2025-08-29T00:00:00+00:00,2025-08-28T00:00:00+00:00,2025-09-01T00:00:00+00:00
88,13,2025-08-28T00:00:00+00:00,2025-09-03T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Ibuprofen 400mg. Days remaining: 6.6,2,1,2025-08-31T00:00:00+00:00,2025-08-28T00:00:00+00:00,2025-09-03T00:00:00+00:00
89,5,2025-08-28T00:00:00+00:00,2025-09-06T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing 3-Ply Surgical Mask. Days remaining: 6.5,2,1,2025-09-03T00:00:00+00:00,2025-08-28T00:00:00+00:00,2025-09-06T00:00:00+00:00
90,10,2025-08-28T00:00:00+00:00,2025-09-05T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Amoxicillin 500mg. Days remaining: 6.9,2,1,2025-09-02T00:00:00+00:00,2025-08-28T00:00:00+00:00,2025-09-05T00:00:00+00:00
91,12,2025-08-28T00:00:00+00:00,2025-09-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Cetirizine 10mg. Days remaining: 6.7,2,1,2025-09-01T00:00:00+00:00,2025-08-28T00:00:00+00:00,2025-09-04T00:00:00+00:00
92,7,2025-08-28T00:00:00+00:00,2025-08-31T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Glucose Test Strips. Days remaining: 6.5,2,1,2025-08-28T00:00:00+00:00,2025-08-28T00:00:00+00:00,2025-08-31T00:00:00+00:00
93,12,2025-08-28T00:00:00+00:00,2025-09-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Suction Tubing 3m. Days remaining: 7.0,2,1,2025-09-01T00:00:00+00:00,2025-08-28T00:00:00+00:00,2025-09-04T00:00:00+00:00
94,3,2025-08-28T00:00:00+00:00,2025-08-31T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing CRP Latex Slide Kit. Days remaining: 7.0,2,1,2025-08-28T00:00:00+00:00,2025-08-28T00:00:00+00:00,2025-08-31T00:00:00+00:00
95,14,2025-08-29T00:00:00+00:00,2025-09-06T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Surgical Gown Sterile. Days remaining: 6.3,2,1,2025-09-03T00:00:00+00:00,2025-08-29T00:00:00+00:00,2025-09-06T00:00:00+00:00
96,4,2025-08-29T00:00:00+00:00,2025-09-08T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Warfarin 5mg. Days remaining: 6.4,2,1,2025-09-05T00:00:00+00:00,2025-08-29T00:00:00+00:00,2025-09-08T00:00:00+00:00
97,5,2025-08-29T00:00:00+00:00,2025-09-07T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Pantoprazole 40mg. Days remaining: 6.4,2,1,2025-09-04T00:00:00+00:00,2025-08-29T00:00:00+00:00,2025-09-07T00:00:00+00:00
98,4,2025-08-29T00:00:00+00:00,2025-09-08T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Gabapentin 300mg. Days remaining: 6.8,2,1,2025-09-05T00:00:00+00:00,2025-08-29T00:00:00+00:00,2025-09-08T00:00:00+00:00
