id,product_id,transaction_type,quantity,stock_after,reason,reference_id,batch_id,transaction_date,created_by,created_at
47,47,IN,1125.0,1125.0,Initial stock seeding,SYS-INIT,47,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
48,48,IN,225.0,225.0,Initial stock seeding,SYS-INIT,48,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
49,49,IN,275.0,275.0,Initial stock seeding,SYS-INIT,49,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
50,50,IN,437.5,437.5,Initial stock seeding,SYS-INIT,50,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
51,51,IN,125.0,125.0,Initial stock seeding,SYS-INIT,51,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
52,52,IN,100.0,100.0,Initial stock seeding,SYS-INIT,52,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
53,53,IN,120.0,120.0,Initial stock seeding,SYS-INIT,53,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
54,54,IN,87.5,87.5,Initial stock seeding,SYS-INIT,54,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
55,55,IN,210.0,210.0,Initial stock seeding,SYS-INIT,55,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
56,56,IN,450.0,450.0,Initial stock seeding,SYS-INIT,56,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
57,57,IN,200.0,200.0,Initial stock seeding,SYS-INIT,57,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
58,58,IN,600.0,600.0,Initial stock seeding,SYS-INIT,58,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
59,59,IN,1125.0,1125.0,Initial stock seeding,SYS-INIT,59,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
60,60,IN,70.0,70.0,Initial stock seeding,SYS-INIT,60,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
61,61,IN,135.0,135.0,Initial stock seeding,SYS-INIT,61,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
62,62,IN,100.0,100.0,Initial stock seeding,SYS-INIT,62,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
63,63,IN,80.0,80.0,Initial stock seeding,SYS-INIT,63,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
64,64,IN,75.0,75.0,Initial stock seeding,SYS-INIT,64,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
65,65,IN,80.0,80.0,Initial stock seeding,SYS-INIT,65,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
66,66,IN,45.0,45.0,Initial stock seeding,SYS-INIT,66,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
67,67,IN,200.0,200.0,Initial stock seeding,SYS-INIT,67,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
68,68,IN,200.0,200.0,Initial stock seeding,SYS-INIT,68,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
69,69,IN,270.0,270.0,Initial stock seeding,SYS-INIT,69,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
70,70,IN,225.0,225.0,Initial stock seeding,SYS-INIT,70,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
71,71,IN,375.0,375.0,Initial stock seeding,SYS-INIT,71,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
72,72,IN,67.5,67.5,Initial stock seeding,SYS-INIT,72,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
73,73,IN,40.0,40.0,Initial stock seeding,SYS-INIT,73,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
74,74,IN,30.0,30.0,Initial stock seeding,SYS-INIT,74,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
75,75,IN,150.0,150.0,Initial stock seeding,SYS-INIT,75,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
76,76,IN,315.0,315.0,Initial stock seeding,SYS-INIT,76,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
77,77,IN,187.5,187.5,Initial stock seeding,SYS-INIT,77,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
78,78,IN,240.0,240.0,Initial stock seeding,SYS-INIT,78,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
79,79,IN,75.0,75.0,Initial stock seeding,SYS-INIT,79,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
80,80,IN,250.0,250.0,Initial stock seeding,SYS-INIT,80,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
81,81,IN,3000.0,3000.0,Initial stock seeding,SYS-INIT,81,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
82,82,IN,4500.0,4500.0,Initial stock seeding,SYS-INIT,82,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
83,83,IN,1500.0,1500.0,Initial stock seeding,SYS-INIT,83,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
84,84,IN,300.0,300.0,Initial stock seeding,SYS-INIT,84,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
85,85,IN,125.0,125.0,Initial stock seeding,SYS-INIT,85,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
86,86,IN,90.0,90.0,Initial stock seeding,SYS-INIT,86,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
87,87,IN,80.0,80.0,Initial stock seeding,SYS-INIT,87,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
88,88,IN,120.0,120.0,Initial stock seeding,SYS-INIT,88,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
89,89,IN,675.0,675.0,Initial stock seeding,SYS-INIT,89,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
90,90,IN,45.0,45.0,Initial stock seeding,SYS-INIT,90,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
91,91,IN,135.0,135.0,Initial stock seeding,SYS-INIT,91,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
92,92,IN,40.0,40.0,Initial stock seeding,SYS-INIT,92,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
93,93,IN,25.0,25.0,Initial stock seeding,SYS-INIT,93,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
94,94,IN,495.0,495.0,Initial stock seeding,SYS-INIT,94,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
95,95,IN,187.5,187.5,Initial stock seeding,SYS-INIT,95,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
96,96,IN,67.5,67.5,Initial stock seeding,SYS-INIT,96,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
97,97,IN,50.0,50.0,Initial stock seeding,SYS-INIT,97,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
98,98,IN,62.5,62.5,Initial stock seeding,SYS-INIT,98,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
99,99,IN,625.0,625.0,Initial stock seeding,SYS-INIT,99,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
100,100,IN,30.0,30.0,Initial stock seeding,SYS-INIT,100,2025-08-01T00:00:00+00:00,1,2025-08-01T00:00:00+00:00
101,40,OUT,33.0,967.0,Patient/Department consumption,TX-20250801-40,40,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
102,77,OUT,18.0,169.5,Patient/Department consumption,TX-20250801-77,77,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
103,96,OUT,3.0,64.5,Patient/Department consumption,TX-20250801-96,96,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
104,73,OUT,2.0,38.0,Patient/Department consumption,TX-20250801-73,73,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
105,37,OUT,16.0,299.0,Patient/Department consumption,TX-20250801-37,37,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
106,57,OUT,10.0,190.0,Patient/Department consumption,TX-20250801-57,57,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
107,16,OUT,5.0,175.0,Patient/Department consumption,TX-20250801-16,16,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
108,60,OUT,4.0,66.0,Patient/Department consumption,TX-20250801-60,60,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
109,89,OUT,29.0,646.0,Patient/Department consumption,TX-20250801-89,89,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
110,39,OUT,73.0,977.0,Patient/Department consumption,TX-20250801-39,39,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
111,90,OUT,3.0,42.0,Patient/Department consumption,TX-20250801-90,90,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
112,52,OUT,4.0,96.0,Patient/Department consumption,TX-20250801-52,52,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
113,35,OUT,15.0,360.0,Patient/Department consumption,TX-20250801-35,35,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
114,65,OUT,5.0,75.0,Patient/Department consumption,TX-20250801-65,65,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
115,70,OUT,9.0,216.0,Patient/Department consumption,TX-20250801-70,70,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
116,64,OUT,2.0,73.0,Patient/Department consumption,TX-20250801-64,64,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
117,95,OUT,15.0,172.5,Patient/Department consumption,TX-20250801-95,95,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
118,11,OUT,19.0,476.0,Patient/Department consumption,TX-20250801-11,11,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
119,99,OUT,24.0,601.0,Patient/Department consumption,TX-20250801-99,99,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
120,6,OUT,28.0,392.0,Patient/Department consumption,TX-20250801-6,6,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
121,56,OUT,20.0,430.0,Patient/Department consumption,TX-20250801-56,56,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
122,42,OUT,19.0,281.0,Patient/Department consumption,TX-20250801-42,42,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
123,78,OUT,7.0,233.0,Patient/Department consumption,TX-20250801-78,78,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
124,33,OUT,72.0,1503.0,Patient/Department consumption,TX-20250801-33,33,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
125,4,OUT,51.0,949.0,Patient/Department consumption,TX-20250801-4,4,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
126,12,OUT,21.0,294.0,Patient/Department consumption,TX-20250801-12,12,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
127,30,OUT,52.0,948.0,Patient/Department consumption,TX-20250801-30,30,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
128,3,OUT,33.0,279.5,Patient/Department consumption,TX-20250801-3,3,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
129,88,OUT,5.0,115.0,Patient/Department consumption,TX-20250801-88,88,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
130,81,OUT,247.0,2753.0,Patient/Department consumption,TX-20250801-81,81,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
131,23,OUT,98.0,1502.0,Patient/Department consumption,TX-20250801-23,23,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
132,61,OUT,6.0,129.0,Patient/Department consumption,TX-20250801-61,61,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
133,67,OUT,9.0,191.0,Patient/Department consumption,TX-20250801-67,67,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
134,84,OUT,12.0,288.0,Patient/Department consumption,TX-20250801-84,84,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
135,36,OUT,13.0,287.0,Patient/Department consumption,TX-20250801-36,36,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
136,24,OUT,40.0,585.0,Patient/Department consumption,TX-20250801-24,24,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
137,80,OUT,13.0,237.0,Patient/Department consumption,TX-20250801-80,80,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
138,41,OUT,23.0,602.0,Patient/Department consumption,TX-20250801-41,41,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
139,53,OUT,7.0,113.0,Patient/Department consumption,TX-20250801-53,53,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
140,32,OUT,20.0,295.0,Patient/Department consumption,TX-20250801-32,32,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
141,71,OUT,15.0,360.0,Patient/Department consumption,TX-20250801-71,71,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
142,31,OUT,55.0,1070.0,Patient/Department consumption,TX-20250801-31,31,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
143,86,OUT,3.0,87.0,Patient/Department consumption,TX-20250801-86,86,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
144,27,OUT,8.0,202.0,Patient/Department consumption,TX-20250801-27,27,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
145,22,OUT,166.0,3209.0,Patient/Department consumption,TX-20250801-22,22,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
146,21,OUT,160.0,1340.0,Patient/Department consumption,TX-20250801-21,21,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
147,43,OUT,11.0,251.5,Patient/Department consumption,TX-20250801-43,43,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
148,7,OUT,28.0,532.0,Patient/Department consumption,TX-20250801-7,7,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
149,83,OUT,78.0,1422.0,Patient/Department consumption,TX-20250801-83,83,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
150,85,OUT,4.0,121.0,Patient/Department consumption,TX-20250801-85,85,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
151,68,OUT,10.0,190.0,Patient/Department consumption,TX-20250801-68,68,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
152,45,OUT,23.0,537.0,Patient/Department consumption,TX-20250801-45,45,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
153,69,OUT,11.0,259.0,Patient/Department consumption,TX-20250801-69,69,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
154,19,OUT,29.0,531.0,Patient/Department consumption,TX-20250801-19,19,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
155,54,OUT,4.0,83.5,Patient/Department consumption,TX-20250801-54,54,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
156,26,OUT,37.0,413.0,Patient/Department consumption,TX-20250801-26,26,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
157,66,OUT,2.0,43.0,Patient/Department consumption,TX-20250801-66,66,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
158,97,OUT,1.0,49.0,Patient/Department consumption,TX-20250801-97,97,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
159,74,OUT,2.0,28.0,Patient/Department consumption,TX-20250801-74,74,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
160,93,OUT,2.0,23.0,Patient/Department consumption,TX-20250801-93,93,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
161,55,OUT,17.0,193.0,Patient/Department consumption,TX-20250801-55,55,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
162,17,OUT,66.0,934.0,Patient/Department consumption,TX-20250801-17,17,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
163,100,OUT,2.0,28.0,Patient/Department consumption,TX-20250801-100,100,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
164,8,OUT,16.0,246.5,Patient/Department consumption,TX-20250801-8,8,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
165,49,OUT,20.0,255.0,Patient/Department consumption,TX-20250801-49,49,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
166,82,OUT,195.0,4305.0,Patient/Department consumption,TX-20250801-82,82,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
167,1,OUT,32.0,980.5,Patient/Department consumption,TX-20250801-1,1,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
168,79,OUT,5.0,70.0,Patient/Department consumption,TX-20250801-79,79,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
169,50,OUT,51.0,386.5,Patient/Department consumption,TX-20250801-50,50,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
170,2,OUT,33.0,342.0,Patient/Department consumption,TX-20250801-2,2,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
171,22,DAMAGE,2.0,3207.0,Broken container / packaging seal broken,DMG-20250801,22,2025-08-01T00:00:00+00:00,2,2025-08-01T00:00:00+00:00
172,62,OUT,2.0,98.0,Patient/Department consumption,TX-20250802-62,62,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
173,38,OUT,105.0,1895.0,Patient/Department consumption,TX-20250802-38,38,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
174,96,OUT,2.0,62.5,Patient/Department consumption,TX-20250802-96,96,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
175,44,OUT,23.0,727.0,Patient/Department consumption,TX-20250802-44,44,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
176,15,OUT,20.0,230.0,Patient/Department consumption,TX-20250802-15,15,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
177,60,OUT,4.0,62.0,Patient/Department consumption,TX-20250802-60,60,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
178,10,OUT,43.0,332.0,Patient/Department consumption,TX-20250802-10,10,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
179,19,OUT,29.0,502.0,Patient/Department consumption,TX-20250802-19,19,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
180,29,OUT,8.0,92.0,Patient/Department consumption,TX-20250802-29,29,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
181,87,OUT,3.0,77.0,Patient/Department consumption,TX-20250802-87,87,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
182,91,OUT,7.0,128.0,Patient/Department consumption,TX-20250802-91,91,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
183,51,OUT,3.0,122.0,Patient/Department consumption,TX-20250802-51,51,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
184,72,OUT,2.0,65.5,Patient/Department consumption,TX-20250802-72,72,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
185,47,OUT,95.0,1030.0,Patient/Department consumption,TX-20250802-47,47,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
186,12,OUT,13.0,281.0,Patient/Department consumption,TX-20250802-12,12,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
187,89,OUT,32.0,614.0,Patient/Department consumption,TX-20250802-89,89,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
188,2,OUT,31.0,311.0,Patient/Department consumption,TX-20250802-2,2,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
189,34,OUT,24.0,351.0,Patient/Department consumption,TX-20250802-34,34,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
190,69,OUT,13.0,246.0,Patient/Department consumption,TX-20250802-69,69,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
191,16,OUT,9.0,166.0,Patient/Department consumption,TX-20250802-16,16,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
192,59,OUT,43.0,1082.0,Patient/Department consumption,TX-20250802-59,59,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
193,48,OUT,16.0,209.0,Patient/Department consumption,TX-20250802-48,48,2025-08-02T00:00:00+00:00,2,2025-08-02T00:00:00+00:00
